city,date,fare,ride_id
East Danielview,15-01-19 3:55,21.97,2.32E+11
North Timothy,16-02-19 17:53,14.94,7.96E+12
Sotoville,22-04-19 3:14,31.24,9.47E+11
Grayville,25-01-19 10:17,39.35,6.11E+12
Myersshire,30-04-19 10:54,41.25,5.29E+12
Barronchester,09-01-19 9:01,38.57,1.25E+12
Mezachester,02-01-19 16:22,47.07,8.99E+12
East Marymouth,19-01-19 19:28,29.94,3.89E+11
West Kimmouth,10-02-19 23:43,23.35,6.12E+12
Veronicaberg,31-01-19 2:16,23.41,4.30E+12
Josephside,10-04-19 10:56,32.26,5.72E+12
Sotoville,27-04-19 19:45,28.84,9.91E+12
Veronicaberg,18-01-19 18:40,44.05,1.68E+12
Victoriaport,19-03-19 16:48,29.54,3.05E+12
New Raymond,10-01-19 12:41,49.19,7.83E+12
West Hannah,13-02-19 9:44,42.61,8.81E+11
East Danielview,02-05-19 19:46,19.41,8.12E+12
Veronicaberg,29-01-19 3:50,48.05,5.23E+12
Davidfurt,03-02-19 13:58,33.84,7.16E+12
Davidfurt,20-02-19 1:41,46.67,2.88E+12
South Teresa,25-04-19 11:50,38.81,8.76E+12
West Hannah,07-01-19 19:37,46.64,5.79E+12
Lake Ann,30-03-19 17:23,23.87,5.13E+12
Bethanyland,25-01-19 1:04,41.85,5.33E+12
East Danielview,14-02-19 20:03,20.26,7.53E+12
South Brenda,13-02-19 15:40,31.67,7.82E+12
Colemanland,16-04-19 18:17,42.08,9.75E+12
Davidfurt,06-04-19 15:38,17.99,8.58E+12
Bethanyland,28-01-19 8:33,23.73,4.13E+12
Sotoville,21-01-19 10:21,34.06,5.70E+11
East Aaronbury,10-01-19 8:33,23.02,9.27E+12
Colemanland,11-01-19 0:28,49.28,4.06E+12
Lewishaven,27-04-19 7:18,18.56,4.92E+12
Lake Omar,17-01-19 18:29,28.54,8.21E+12
New Shannonberg,12-02-19 20:27,15.31,9.48E+12
North Jeffrey,16-02-19 19:18,26.66,7.47E+12
South Brenda,14-02-19 7:07,16.86,5.98E+12
North Richardhaven,07-02-19 13:18,27.02,6.41E+11
South Brenda,10-04-19 20:04,35.83,4.34E+12
Grayville,20-01-19 19:11,24.53,6.95E+12
Victoriaport,15-01-19 19:03,14.87,8.30E+12
South Teresa,27-04-19 14:37,45.77,4.66E+12
East Marymouth,23-04-19 14:20,33.66,8.24E+12
Lake Omar,03-03-19 13:17,33.97,1.57E+12
Lake Scott,18-02-19 11:38,47.37,2.73E+12
Port Shane,16-02-19 17:52,22.81,8.25E+12
Davidfurt,27-04-19 23:52,45.98,5.46E+12
Lake Ann,10-01-19 4:20,18.22,2.90E+12
New Raymond,31-01-19 19:56,12.87,2.30E+12
West Hannah,09-03-19 11:22,21.44,8.33E+12
Port Shane,23-03-19 9:36,18.58,3.26E+12
Barronchester,04-02-19 14:59,45.75,7.22E+12
Davidfurt,12-02-19 10:07,49.55,3.64E+12
Grayville,01-05-19 14:27,26.26,6.82E+12
Lake Robertside,24-02-19 6:25,41.57,9.70E+12
North Richardhaven,16-01-19 13:38,21.06,1.76E+12
Lewisland,01-03-19 4:34,43.77,5.01E+12
Mezachester,13-02-19 9:16,38.55,8.13E+12
Sotoville,02-01-19 0:13,44.71,9.90E+12
Mezachester,19-04-19 9:25,17.51,1.73E+12
South Teresa,15-04-19 8:06,23.06,6.62E+12
Davidfurt,18-02-19 7:04,17.06,2.08E+12
Lewisland,18-02-19 12:17,23.87,4.51E+12
East Aaronbury,04-04-19 6:02,16.9,7.22E+12
Mezachester,17-02-19 13:16,34.17,1.42E+12
North Timothy,24-02-19 13:40,12.86,3.76E+12
Veronicaberg,23-04-19 20:34,47.51,9.51E+12
Lake Scott,16-03-19 18:07,20.1,5.41E+12
New Raymond,19-03-19 17:37,28.19,3.98E+12
Josephside,10-02-19 7:56,35.39,8.54E+12
East Kentstad,18-03-19 11:45,33.83,6.27E+11
Williamsonville,25-04-19 17:18,32.93,5.56E+11
East Kentstad,12-04-19 15:21,17.26,8.44E+12
New Olivia,22-03-19 5:00,24.8,4.47E+12
Lake Ann,08-02-19 10:30,40.27,3.08E+12
Lake Omar,29-03-19 20:14,14.77,6.60E+12
Lake Omar,17-01-19 4:55,35.94,8.68E+12
Josephside,28-02-19 11:07,41.18,2.44E+12
East Kentstad,04-03-19 21:52,20.83,2.47E+12
Williamsonville,22-03-19 3:05,38.41,1.34E+12
Bethanyland,30-04-19 19:49,27.99,9.68E+12
North Timothy,18-04-19 0:06,26.98,3.68E+12
Lake Ann,13-03-19 5:28,45.43,3.36E+11
Mezachester,14-04-19 2:15,15.17,8.12E+12
New Shannonberg,17-04-19 20:06,39.47,6.60E+12
West Kimmouth,24-03-19 21:04,49.96,5.95E+12
New Raymond,01-02-19 4:56,35.6,2.25E+11
East Danielview,04-05-19 2:14,40.02,3.64E+12
Brandonfort,19-04-19 5:52,44.24,1.40E+12
New Olivia,10-04-19 23:05,48.31,4.54E+12
Myersshire,15-02-19 13:31,40.6,5.02E+12
Davidfurt,01-02-19 4:21,20.44,1.86E+11
Port Shane,16-02-19 3:35,29.99,3.15E+12
South Brenda,08-03-19 11:06,41.85,6.40E+12
New Shannonberg,26-02-19 18:56,24.28,5.56E+11
Lake Scott,02-02-19 5:37,26.45,1.38E+12
Rodriguezview,19-02-19 8:21,42.1,4.26E+12
Lake Robertside,30-03-19 0:54,16.53,30234681362
Veronicaberg,28-03-19 11:03,26.01,5.59E+12
Colemanland,16-02-19 3:51,15.04,4.03E+12
Myersshire,24-04-19 8:51,26.84,3.89E+11
New Olivia,07-05-19 2:49,15.41,4.68E+12
Nicolechester,08-03-19 16:35,26.12,1.53E+12
South Brenda,26-04-19 23:15,33.74,1.47E+12
South Teresa,23-02-19 16:30,26.28,7.87E+12
North Timothy,19-02-19 14:30,22.97,8.12E+12
Davidfurt,03-02-19 3:14,40.18,8.12E+12
East Danielview,16-04-19 21:06,42.94,7.30E+12
Brandonfort,16-03-19 20:49,19.23,4.36E+12
Lake Robertside,23-01-19 0:46,14.29,2.34E+12
South Brenda,27-04-19 7:34,30.28,7.03E+12
South Teresa,20-01-19 8:25,30.37,9.59E+12
East Danielview,04-03-19 4:10,17.89,7.64E+12
New Shannonberg,02-05-19 21:53,28.99,3.41E+12
Barronchester,28-04-19 11:49,39.19,9.92E+12
Barronchester,19-03-19 19:18,46.42,2.89E+12
West Hannah,22-02-19 23:29,23.36,8.18E+12
Nicolechester,28-04-19 17:38,34.87,5.10E+12
Lake Robertside,10-02-19 15:11,20.98,7.33E+12
Colemanland,10-02-19 3:12,35.76,8.31E+12
Bethanyland,17-04-19 22:37,28.68,3.15E+12
East Marymouth,09-04-19 1:04,29.03,8.44E+12
Rodriguezview,22-04-19 20:56,44.68,1.14E+12
Colemanland,19-02-19 2:23,23.45,1.22E+12
Lake Omar,13-04-19 23:28,25.61,3.67E+12
Davidfurt,18-04-19 15:43,47.3,8.29E+12
Davidfurt,03-04-19 17:52,21.29,3.93E+12
New Raymond,28-03-19 14:25,14.75,7.75E+11
Lake Scott,02-02-19 14:18,17.55,3.95E+12
Lake Scott,22-02-19 6:26,37.51,2.59E+12
West Kimmouth,02-02-19 19:04,36.71,6.55E+12
Davidfurt,07-05-19 14:38,13.05,1.13E+11
Port Shane,27-03-19 11:55,28.8,4.40E+12
Lake Ann,02-05-19 6:15,47.44,9.07E+12
North Timothy,24-04-19 12:24,37.71,4.50E+12
East Marymouth,24-02-19 18:02,27.38,5.22E+12
Lake Robertside,25-01-19 21:44,48.81,6.51E+12
Josephside,25-02-19 10:17,35.8,2.85E+12
Lake Robertside,13-01-19 4:32,44.66,1.76E+12
East Marymouth,22-03-19 21:54,14.13,6.50E+12
South Teresa,13-01-19 15:30,20.93,6.77E+12
Lake Robertside,27-04-19 6:20,28.29,9.60E+12
Lake Robertside,07-04-19 6:35,46.5,5.13E+12
Lake Omar,03-01-19 1:16,14.61,7.12E+12
Bethanyland,23-03-19 21:53,40.07,6.36E+11
West Kimmouth,29-04-19 2:04,31.59,8.39E+12
Lewisland,11-02-19 9:00,30.56,5.33E+12
Barronchester,02-04-19 19:38,28.55,9.11E+12
Mezachester,07-05-19 15:34,44.87,6.59E+12
Rodriguezview,07-04-19 3:41,13.71,4.67E+12
Lewishaven,12-04-19 15:01,49.15,6.41E+12
South Brenda,18-02-19 6:29,41.32,9.77E+12
Lake Omar,15-04-19 16:39,45.64,3.82E+12
Lewisland,30-01-19 14:09,46.7,9.37E+12
Nicolechester,22-01-19 14:48,32.03,8.09E+12
Lake Scott,11-01-19 0:04,23.44,8.56E+12
Davidfurt,05-02-19 18:23,27.55,6.57E+12
Port Shane,18-04-19 0:52,12.05,1.55E+12
Bethanyland,14-03-19 9:47,44.31,5.79E+11
South Teresa,08-03-19 5:29,42.68,6.55E+12
Josephside,12-04-19 14:30,37.37,2.63E+12
Myersshire,17-04-19 23:24,20.51,4.67E+12
Victoriaport,06-02-19 16:28,45.86,6.84E+12
Brandonfort,30-01-19 1:51,17.5,6.48E+12
Bethanyland,15-03-19 13:10,39.66,9.77E+12
East Marymouth,05-03-19 19:06,25.44,7.45E+12
North Jeffrey,19-03-19 6:00,31.16,2.46E+12
Victoriaport,29-01-19 4:04,35.5,2.19E+12
Mezachester,15-01-19 4:53,16.6,3.36E+12
Rodriguezview,14-02-19 1:59,30.39,9.18E+12
West Hannah,23-02-19 11:22,23.5,7.80E+12
Port Shane,17-03-19 0:39,47.75,1.42E+12
Colemanland,22-01-19 10:21,46.43,3.16E+12
Nicolechester,28-03-19 4:12,26.22,1.23E+11
Josephside,02-01-19 7:26,33.57,8.53E+12
Lewisland,23-01-19 18:17,26.69,4.36E+12
South Teresa,11-02-19 15:07,28.64,3.21E+11
West Kimmouth,18-02-19 11:53,49.38,1.63E+12
Davidfurt,09-03-19 23:07,26.24,4.65E+12
North Jeffrey,21-02-19 12:56,22.96,6.85E+12
East Kentstad,10-04-19 20:44,21.38,9.08E+12
Brandonfort,04-04-19 21:13,21.56,8.11E+12
Lewishaven,29-03-19 7:24,14.21,1.26E+11
East Danielview,26-04-19 8:14,40.76,2.97E+12
Veronicaberg,02-04-19 3:59,16.63,4.53E+12
Lake Omar,05-05-19 23:39,12.45,6.38E+12
Lake Omar,13-04-19 7:09,24.9,9.45E+12
Josephside,18-03-19 22:55,35.58,5.45E+12
Port Shane,19-03-19 12:25,40.39,9.10E+11
Rodriguezview,21-02-19 1:34,36.37,4.98E+12
East Kentstad,10-01-19 11:15,24.65,7.20E+12
Brandonfort,03-03-19 4:25,46.01,2.29E+12
North Timothy,17-03-19 8:33,45.33,1.76E+12
North Richardhaven,19-03-19 5:25,18.01,2.80E+12
East Danielview,04-02-19 11:01,38.38,2.53E+12
Colemanland,05-04-19 5:23,43.91,3.89E+11
East Marymouth,13-03-19 8:07,27.54,9.78E+12
Lake Robertside,16-02-19 7:14,47.31,6.27E+12
North Jeffrey,27-04-19 10:17,20.41,9.03E+11
East Danielview,27-03-19 16:22,36,1.41E+12
New Olivia,05-02-19 22:03,35.76,5.89E+12
Lake Robertside,12-02-19 9:45,20.03,9.63E+12
South Brenda,19-03-19 19:25,48.98,8.69E+12
Josephside,24-04-19 10:29,42.58,1.07E+12
West Kimmouth,05-03-19 22:04,48.2,321833677
Barronchester,05-04-19 14:12,33.5,91435348621
Bethanyland,06-03-19 10:01,13.86,8.57E+12
Lake Omar,20-02-19 21:56,33.61,2.72E+12
Williamsonville,28-04-19 19:35,16.96,9.63E+12
Colemanland,19-01-19 15:24,24.4,6.65E+12
Port Shane,30-01-19 20:43,49.52,8.26E+12
West Kimmouth,13-03-19 14:50,18.72,9.39E+12
Nicolechester,05-05-19 8:45,15.43,8.50E+12
Mezachester,19-04-19 19:05,29.12,8.89E+12
New Olivia,27-03-19 9:35,34.54,4.64E+12
East Danielview,25-01-19 11:58,48.32,1.83E+12
Brandonfort,15-04-19 4:12,47.17,7.39E+12
Port Shane,03-04-19 22:33,15.59,1.27E+11
Colemanland,04-05-19 4:24,12.62,4.90E+12
South Teresa,05-03-19 19:18,32.29,4.98E+12
South Brenda,25-04-19 7:08,23.6,1.78E+12
East Aaronbury,11-04-19 3:24,34.4,6.54E+12
Sotoville,13-03-19 16:06,14.36,8.63E+12
West Hannah,21-01-19 19:54,41.95,16507766547
South Teresa,09-03-19 9:54,25.08,8.14E+12
Bethanyland,02-04-19 4:29,34.38,1.78E+12
West Hannah,02-03-19 17:06,13.92,7.39E+12
Lake Robertside,03-04-19 3:27,12.76,1.30E+12
Colemanland,10-01-19 6:49,27.7,8.70E+12
East Marymouth,12-02-19 23:18,47.41,7.41E+12
New Raymond,11-02-19 17:28,17.97,7.55E+12
Randallchester,13-04-19 11:13,43.22,1.08E+12
North Holly,02-02-19 14:54,12.42,1.99E+12
Michaelberg,27-03-19 18:27,54.85,4.42E+12
Lake Latoyabury,23-02-19 21:12,47.9,3.27E+12
Lake Latoyabury,06-05-19 8:57,51.8,4.02E+12
Taylorhaven,06-04-19 1:01,45.31,2.28E+12
Garzaport,18-02-19 18:27,36.16,2.93E+12
New Ryantown,27-01-19 17:33,42.68,7.99E+12
Lake Latoyabury,02-04-19 21:00,13.46,8.23E+12
North Holly,16-02-19 17:02,39.46,4.57E+12
Bradshawfurt,06-03-19 21:44,19.74,6.08E+12
South Marychester,19-02-19 0:23,32.72,1.48E+12
Bradshawfurt,24-03-19 18:53,57.51,2.30E+12
Lake Latoyabury,22-01-19 12:42,13.5,8.49E+12
South Marychester,02-01-19 11:18,52.12,3.45E+12
Jessicaport,01-01-19 9:45,43.69,2.42E+12
South Jennifer,01-04-19 9:32,21.63,9.14E+12
South Marychester,21-02-19 19:16,55.4,8.82E+12
South Saramouth,20-02-19 16:32,44.29,3.62E+12
Lake Latoyabury,22-04-19 16:56,38.46,1.67E+12
Lake Jamie,13-03-19 6:41,26.09,1.60E+12
Newtonview,08-01-19 6:19,19.39,5.35E+12
Michaelberg,18-01-19 0:46,15.12,1.03E+12
Jessicaport,14-01-19 7:09,18.05,5.41E+12
South Marychester,15-01-19 21:44,30.26,3.84E+12
North Jaime,06-03-19 9:09,44.17,1.15E+12
Penaborough,24-02-19 0:44,21.89,2.07E+12
North Jaime,12-03-19 13:05,23.21,5.99E+12
Lake Latoyabury,16-04-19 21:12,24.1,4.90E+12
South Jennifer,07-03-19 19:10,48.79,9.73E+12
Taylorhaven,05-03-19 21:19,38.18,8.56E+12
Jessicaport,13-04-19 16:08,39.89,6.51E+12
South Marychester,27-03-19 12:07,34.42,4.23E+12
Penaborough,27-04-19 6:02,38.33,5.47E+11
New Ryantown,18-04-19 19:43,42.97,2.31E+11
North Jaime,04-04-19 13:13,51.83,9.12E+12
Harringtonfort,06-01-19 7:38,47.33,3.85E+12
South Jennifer,05-04-19 14:35,32.2,6.84E+11
North Holly,04-01-19 3:31,24.88,4.20E+12
Newtonview,05-02-19 22:53,45.02,7.08E+12
Randallchester,19-02-19 3:52,58.55,8.00E+12
Bradshawfurt,24-03-19 7:34,19.89,7.87E+12
South Marychester,25-02-19 19:06,54.66,3.14E+12
Bradshawfurt,18-02-19 22:21,34.32,8.88E+12
Bradshawfurt,08-04-19 13:46,55.19,1.74E+12
Jessicaport,18-03-19 16:59,33.72,3.05E+12
Michaelberg,27-03-19 21:48,38.62,3.64E+11
West Heather,12-03-19 4:22,26.55,7.04E+12
Garzaport,17-04-19 1:48,17.31,6.09E+12
North Jaime,01-02-19 8:59,17.05,9.48E+12
New Ryantown,04-02-19 23:54,45.7,3.57E+12
North Holly,21-04-19 21:14,18.54,6.26E+12
West Heather,22-02-19 9:01,17.4,8.70E+12
Taylorhaven,03-04-19 5:41,38.92,8.30E+12
Bradshawfurt,07-04-19 21:12,49.7,5.09E+12
Michaelberg,11-01-19 4:39,16.42,8.80E+12
Michaelberg,22-04-19 17:28,19.27,26848733115
North Holly,28-03-19 0:12,35.45,3.26E+12
North Jaime,06-05-19 0:58,41.18,7.33E+12
North Jaime,04-04-19 1:58,43.86,8.20E+12
South Marychester,23-04-19 12:21,25.94,2.94E+12
North Holly,23-01-19 6:52,40.24,3.92E+12
Michaelberg,02-05-19 11:57,52.71,5.65E+12
West Heather,22-02-19 1:46,33.38,5.55E+12
Bradshawfurt,23-02-19 12:00,37.05,2.07E+12
Penaborough,14-01-19 15:58,54.1,4.33E+11
New Ryantown,30-04-19 1:50,50.81,5.36E+12
Michaelberg,19-01-19 12:38,38.68,1.03E+11
Taylorhaven,01-04-19 16:37,54.65,9.10E+12
South Jennifer,02-04-19 10:26,14.11,3.83E+12
Bradshawfurt,10-04-19 9:47,19.07,7.39E+11
Taylorhaven,05-03-19 4:46,29.45,2.16E+12
Harringtonfort,17-02-19 4:42,30.58,6.84E+12
Randallchester,11-02-19 5:42,25.78,9.01E+12
New Ryantown,05-04-19 21:38,50.98,4.83E+12
Penaborough,03-02-19 17:15,51.8,5.38E+12
South Jennifer,10-04-19 20:46,43.25,6.24E+11
Lake Jamie,30-04-19 21:26,37.33,6.76E+12
Harringtonfort,16-04-19 16:30,17.39,4.02E+12
South Jennifer,30-01-19 1:40,37.05,9.55E+12
Bradshawfurt,19-01-19 20:21,56.78,1.25E+12
Jessicaport,01-05-19 8:14,22.44,3.73E+12
Lake Latoyabury,29-03-19 9:11,13.84,7.91E+12
Lake Jamie,18-01-19 7:36,43.57,1.17E+12
Randallchester,25-03-19 13:36,10.37,3.22E+12
Harringtonfort,10-03-19 10:11,19.02,6.72E+12
Lake Latoyabury,24-01-19 13:32,34.74,5.96E+12
Taylorhaven,02-04-19 9:17,47.07,8.57E+12
South Jennifer,11-03-19 0:51,49.82,1.15E+12
Harringtonfort,26-02-19 7:03,54.66,9.20E+12
Newtonview,01-04-19 13:39,26.73,3.72E+12
Michaelberg,10-03-19 10:05,56.48,3.76E+12
Penaborough,22-01-19 15:36,10.11,4.13E+12
Lake Latoyabury,14-04-19 7:06,11.94,2.04E+12
North Jaime,27-04-19 17:58,14.01,2.16E+12
West Heather,04-02-19 16:29,13.97,7.12E+12
West Heather,18-04-19 19:33,46.6,3.67E+12
West Heather,02-03-19 21:04,20.99,5.77E+12
South Saramouth,28-01-19 15:55,31.25,7.12E+12
West Heather,06-03-19 20:06,48.11,2.57E+12
Garzaport,06-05-19 16:57,18.9,8.83E+12
South Saramouth,27-03-19 21:07,11.87,1.70E+11
Randallchester,07-04-19 23:42,10.79,1.62E+12
Harringtonfort,09-01-19 15:30,31.84,3.73E+12
South Saramouth,12-04-19 18:11,57.23,5.08E+12
North Holly,03-01-19 19:51,19.9,5.56E+12
New Ryantown,05-05-19 19:29,26.53,2.30E+12
West Heather,02-02-19 6:28,53.07,2.46E+12
Lake Latoyabury,25-02-19 4:10,16.18,8.49E+12
South Marychester,19-01-19 11:40,49.44,90058815985
Jessicaport,31-01-19 17:57,58.29,6.23E+11
Michaelberg,22-03-19 22:20,38.3,8.03E+12
North Holly,18-04-19 19:26,30.94,3.44E+12
Michaelberg,13-03-19 14:40,37.72,8.84E+12
Lake Jamie,25-02-19 23:46,28.65,5.82E+12
Lake Jamie,19-04-19 4:32,16.29,3.52E+12
North Holly,18-03-19 10:38,40.34,3.79E+12
Michaelberg,27-01-19 18:43,38.42,8.63E+11
Lake Jamie,29-04-19 1:58,54.22,2.49E+12
Bradshawfurt,30-01-19 10:55,51.39,1.33E+12
Michaelberg,29-04-19 17:04,13.38,8.55E+12
Lake Latoyabury,30-01-19 0:05,20.76,9.02E+12
North Jaime,10-02-19 21:03,11.11,2.78E+12
West Heather,07-05-19 19:22,44.94,4.26E+12
Newtonview,25-04-19 10:20,55.84,9.99E+12
